,text,Label,Transcript,Canonical,Error
52,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR4/MFWK0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
53,THAT STINGING VAPOR WAS CAUSED BY CHLORIDE VAPORIZATION ,TRAIN/DR4/MFWK0/SX439.wav,DH AE T S T IH NG IH NG V EY P ER W AA Z K AA Z D B AY K L AO R AY D V EY P ER AH Z EY SH AH N,DH AE T S T IH NG IH NG V EY P ER W AA Z K AA Z D B AY K L AO R AY D V EY P ER AH Z EY SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
54,THE PRESCHOOLER COULDN'T VERBALIZE HER FEELINGS ABOUT THE EMERGENCY CONDITIONS ,TRAIN/DR4/MFWK0/SX349.wav,DH AH P R IY S K UW L ER K UH D AH N T V ER B AH L AY Z HH ER F IY L IH NG Z AH B AW T DH AH IH M ER JH AH N S IY K AH N D IH SH AH N Z,DH AH P R IY S K UW L ER K UH D AH N T V ER B AH L AY Z HH ER F IY L IH NG Z AH B AW T DH AH IH M ER JH AH N S IY K AH N D IH SH AH N Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
55,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR4/MFWK0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
56,WILL YOU PLEASE DESCRIBE THE IDIOTIC PREDICAMENT ,TRAIN/DR4/MFWK0/SX79.wav,W IH L Y UW P L IY Z D IH S K R AY B DH AH IH D IY AA T IH K P R IH D IH K AH M AH N T,W IH L Y UW P L IY Z D IH S K R AY B DH AH IH D IY AA T IH K P R IH D IH K AH M AH N T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
57,HOW WOULD YOU EVALUATE THIS ALGEBRAIC EXPRESSION ,TRAIN/DR4/MFWK0/SX169.wav,HH AW W UH D Y UW IH V AE L Y UW EY T DH IH S AE L JH AH B R EY IH K IH K S P R EH SH AH N,HH AW W UH D Y UW IH V AE L Y UW EY T DH IH S AE L JH AH B R EY IH K IH K S P R EH SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
58,THAT TOUCHED OFF A TOTAL STAMPEDE ,TRAIN/DR4/MFWK0/SI1879.wav,DH AE T T AH CH T AO F AH T OW T AH L S T AE M P IY D,DH AE T T AH CH T AO F AH T OW T AH L S T AE M P IY D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
59,MAYBE TWENTY  THIRTY  FIFTY ,TRAIN/DR4/MFWK0/SI1249.wav,M EY B IY T W EH N T IY TH ER D IY F IH F T IY,M EY B IY T W EH N T IY TH ER D IY F IH F T IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
60,EVIDENCE THAT OTHER SOURCES OF FINANCING ARE UNAVAILABLE MUST BE PROVIDED ,TRAIN/DR4/MKAM0/SI1250.wav,EH V AH D AH N S DH AE T AH DH ER S AO R S AH Z AH V F AH N AE N S IH NG AA R AH N AH V EY L AH B AH L M AH S T B IY P R AH V AY D IH D,EH V AH D AH N S DH AE T AH DH ER S AO R S AH Z AH V F AH N AE N S IH NG AA R AH N AH V EY L AH B AH L M AH S T B IY P R AH V AY D IH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
61,A HUGE POWER OUTAGE RARELY OCCURS ,TRAIN/DR4/MKAM0/SX416.wav,AH HH Y UW JH P AW ER AW T AH JH R EH R L IY AH K ER Z,AH HH Y UW JH P AW ER AW T AH JH R EH R L IY AH K ER Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
62,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR4/MKAM0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
63,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR4/MKAM0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,CYCLICAL PROGRAMS WILL NEVER COMPILE ,TRAIN/DR4/MKAM0/SX146.wav,S AY K L IH K AH L P R OW G R AE M Z W IH L N EH V ER K AH M P AY L,S AY K L IH K AH L P R OW G R AE M Z W IH L N EH V ER K AH M P AY L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,ACADEMIC APTITUDE GUARANTEES YOUR DIPLOMA ,TRAIN/DR4/MKAM0/SX56.wav,AE K AH D EH M IH K AE P T AH T UW D G EH R AH N T IY Z Y AO R D IH P L OW M AA,AE K AH D EH M IH K AE P T AH T UW D G EH R AH N T IY Z Y AO R D IH P L OW M AA,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
66,CLEAR PRONUNCIATION IS APPRECIATED ,TRAIN/DR4/MKAM0/SX236.wav,K L IH R P R OW N AH N S IY EY SH AH N IH Z AH P R IY SH IY EY T IH D,K L IH R P R OW N AH N S IY EY SH AH N IH Z AH P R IY SH IY EY T IH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
67,STEVE COLLECTS RARE AND NOVEL COINS ,TRAIN/DR4/MKAM0/SX326.wav,S T IY V K AH L EH K T S R EH R AH N D N AA V AH L K OY N Z,S T IY V K AH L EH K T S R EH R AH N D N AA V AH L K OY N Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
68,SPACE PROBES HAVE YIELDED LITTLE INFORMATION ,TRAIN/DR4/MKAM0/SI1316.wav,S P EY S P R OW B Z HH AE V Y IY L D IH D L IH T AH L IH N F AO R M EY SH AH N,S P EY S P R OW B Z HH AE V Y IY L D IH D L IH T AH L IH N F AO R M EY SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
69,THIS PROCESS IS ESPECIALLY DIFFICULT SINCE GYRO DRIFTING IS TYPICALLY RANDOM ,TRAIN/DR4/MKAM0/SI1465.wav,DH IH S P R AA S EH S IH Z AH S P EH SH L IY D IH F AH K AH L T S IH N S JH AY R OW D R IH F T IH NG IH Z T IH P IH K L IY R AE N D AH M,DH IH S P R AA S EH S IH Z AH S P EH SH L IY D IH F AH K AH L T S IH N S JH AY R OW D R IH F T IH NG IH Z T IH P IH K L IY R AE N D AH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
70,HOW OILY DO YOU LIKE YOUR SALAD DRESSING ,TRAIN/DR4/MSMS0/SX263.wav,HH AW OY L IY D UW Y UW L AY K Y AO R S AE L AH D D R EH S IH NG,HH AW OY L IY D UW Y UW L AY K Y AO R S AE L AH D D R EH S IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
71,TO HIS SURPRISE HIS PLAN WORKED PERFECTLY ,TRAIN/DR4/MSMS0/SI2063.wav,T UW HH IH Z S ER P R AY Z HH IH Z P L AE N W ER K T P ER F AH K T L IY,T UW HH IH Z S ER P R AY Z HH IH Z P L AE N W ER K T P ER F AH K T L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
72,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED ,TRAIN/DR4/MSMS0/SX173.wav,HH UW EH V ER K OW AA P ER EY T S IH N F AY N D IH NG N AE N Z K AE M IY OW W IH L B IY R IH W AO R D IH D,HH UW EH V ER K OW AA P ER EY T S IH N F AY N D IH NG N AE N Z K AE M IY OW W IH L B IY R IH W AO R D IH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
73,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR4/MSMS0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
74,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR4/MSMS0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
75,WHILE ONE ELEMENT IS ANNOUNCING PROGRESS  ANOTHER IS DELINEATING ITS PROBLEMS ,TRAIN/DR4/MSMS0/SI1433.wav,W AY L W AH N EH L AH M AH N T IH Z AH N AW N S IH NG P R AA G R EH S AH N AH DH ER IH Z D IH L IH N IY EY T IH NG IH T S P R AA B L AH M Z,W AY L W AH N EH L AH M AH N T IH Z AH N AW N S IH NG P R AA G R EH S AH N AH DH ER IH Z D IH L IH N IY EY T IH NG IH T S P R AA B L AH M Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
76,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH ,TRAIN/DR4/MSMS0/SX353.wav,AH K AA N AH S ER W IH L EH N JH OY DH IH S SH EH L F IH SH D IH SH,AH K AA N AH S ER W IH L EH N JH OY DH IH S SH EH L F IH SH D IH SH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
77,MY INSTRUCTIONS DESPERATELY NEED UPDATING ,TRAIN/DR4/MSMS0/SX83.wav,M AY IH N S T R AH K SH AH N Z D EH S P ER AH T L IY N IY D AH P D EY T IH NG,M AY IH N S T R AH K SH AH N Z D EH S P ER AH T L IY N IY D AH P D EY T IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
78,A LONE STAR SHONE IN THE EARLY EVENING SKY ,TRAIN/DR4/MSMS0/SX443.wav,AH L OW N S T AA R SH OW N IH N DH AH ER L IY IY V N IH NG S K AY,AH L OW N S T AA R SH OW N IH N DH AH ER L IY IY V N IH NG S K AY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
79,INFLAMMATORY CELLS WERE STRIKINGLY ABSENT ,TRAIN/DR4/MGJC0/SI1335.wav,IH N F L AE M AH T AO R IY S EH L Z W ER S T R AY K IH NG L IY AE B S AH N T,IH N F L AE M AH T AO R IY S EH L Z W ER S T R AY K IH NG L IY AE B S AH N T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
80,ORIGIN OF STATE AUTOMOBILE PRACTICES ,TRAIN/DR4/MGJC0/SI1256.wav,AO R AH JH AH N AH V S T EY T AO T AH M OW B IY L P R AE K T IH S IH Z,AO R AH JH AH N AH V S T EY T AO T AH M OW B IY L P R AE K T IH S IH Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
81,THE EASYGOING ZOOLOGIST RELAXED THROUGHOUT THE VOYAGE ,TRAIN/DR4/MGJC0/SX165.wav,DH AH IY Z IY G OW IH NG Z OW AA L AH JH AH S T R IH L AE K S T TH R UW AW T DH AH V OY AH JH,DH AH IY Z IY G OW IH NG Z OW AA L AH JH AH S T R IH L AE K S T TH R UW AW T DH AH V OY AH JH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
82,IF THE OTHER PILOTS WERE WORRIED  THEY DID NOT SHOW IT ,TRAIN/DR4/MGJC0/SI1965.wav,IH F DH AH AH DH ER P AY L AH T S W ER W ER IY D DH EY D IH D N AA T SH OW IH T,IH F DH AH AH DH ER P AY L AH T S W ER W ER IY D DH EY D IH D N AA T SH OW IH T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
83,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR4/MGJC0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
84,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR4/MGJC0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
85,FILL THAT CANTEEN WITH FRESH SPRING WATER ,TRAIN/DR4/MGJC0/SX75.wav,F IH L DH AE T K AE N T IY N W IH DH F R EH SH S P R IH NG W AO T ER,F IH L DH AE T K AE N T IY N W IH DH F R EH SH S P R IH NG W AO T ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
86,TRISH SAW HOURS AND HOURS OF MOVIES SATURDAY ,TRAIN/DR4/MGJC0/SX345.wav,T R IH SH S AO AW ER Z AH N D AW ER Z AH V M UW V IY Z S AE T ER D IY,T R IH SH S AO AW ER Z AH N D AW ER Z AH V M UW V IY Z S AE T ER D IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
87,THE RICH SHOULD INVEST IN BLACK ZIRCONS INSTEAD OF STYLISH SHOES ,TRAIN/DR4/MGJC0/SX435.wav,DH AH R IH CH SH UH D IH N V EH S T IH N B L AE K Z ER K AA N Z IH N S T EH D AH V S T AY L IH SH SH UW Z,DH AH R IH CH SH UH D IH N V EH S T IH N B L AE K Z ER K AA N Z IH N S T EH D AH V S T AY L IH SH SH UW Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
88,MY IDEAL MORNING BEGINS WITH HOT COFFEE ,TRAIN/DR4/MGJC0/SX255.wav,M AY AY D IY L M AO R N IH NG B IH G IH N Z W IH DH HH AA T K AA F IY,M AY AY D IY L M AO R N IH NG B IH G IH N Z W IH DH HH AA T K AA F IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
89,OTHERS WERE EPHEMERAL ,TRAIN/DR4/FLKM0/SI686.wav,AH DH ER Z W ER IH F EH M ER AH L,AH DH ER Z W ER IH F EH M ER AH L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
90,REMEMBER TO ALLOW IDENTICAL TWINS TO ENTER FREELY ,TRAIN/DR4/FLKM0/SX260.wav,R IH M EH M B ER T UW AH L AW AY D EH N T IH K AH L T W IH N Z T UW EH N T ER F R IY L IY,R IH M EH M B ER T UW AH L AW AY D EH N T IH K AH L T W IH N Z T UW EH N T ER F R IY L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
91,CLASP THE SCREW IN YOUR LEFT HAND ,TRAIN/DR4/FLKM0/SX116.wav,K L AE S P DH AH S K R UW IH N Y AO R L EH F T HH AE N D,K L AE S P DH AH S K R UW IH N Y AO R L EH F T HH AE N D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
92,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR4/FLKM0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
93,HIS PORTRAYAL OF AN EDGY HEAD IN THE CLOUDS ARTIST IS VIRTUALLY FLAWLESS ,TRAIN/DR4/FLKM0/SI620.wav,HH IH Z P AO R T R EY AH L AH V AE N EH JH IY HH EH D IH N DH AH K L AW D Z AA R T IH S T IH Z V ER CH UW AH L IY F L AO L AH S,HH IH Z P AO R T R EY AH L AH V AE N EH JH IY HH EH D IH N DH AH K L AW D Z AA R T IH S T IH Z V ER CH UW AH L IY F L AO L AH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
94,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR4/FLKM0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
95,MANY WEALTHY TYCOONS SPLURGED AND BOUGHT BOTH A YACHT AND A SCHOONER ,TRAIN/DR4/FLKM0/SX350.wav,M EH N IY W EH L TH IY T AY K UW N Z S P L ER JH D AH N D B AA T B OW TH AH Y AA T AH N D AH S K UW N ER,M EH N IY W EH L TH IY T AY K UW N Z S P L ER JH D AH N D B AA T B OW TH AH Y AA T AH N D AH S K UW N ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
96,IT'S ILLEGAL TO POSTDATE A CHECK ,TRAIN/DR4/FLKM0/SX80.wav,IH T S IH L IY G AH L T UW P OW S T D EY T AH CH EH K,IH T S IH L IY G AH L T UW P OW S T D EY T AH CH EH K,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
97,THE ADVERTISING VERSE OF PLYMOUTH VARIETY STORE NEVER CHANGES ,TRAIN/DR4/FLKM0/SX440.wav,DH AH AE D V ER T AY Z IH NG V ER S AH V P L IH M AH TH V ER AY AH T IY S T AO R N EH V ER CH EY N JH AH Z,DH AH AE D V ER T AY Z IH NG V ER S AH V P L IH M AH TH V ER AY AH T IY S T AO R N EH V ER CH EY N JH AH Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
98,HE PICKED UP THE POWDER CANISTER AND RAN OUT ,TRAIN/DR4/FLKM0/SI1880.wav,HH IY P IH K T AH P DH AH P AW D ER K AE N AH S T ER AH N D R AE N AW T,HH IY P IH K T AH P DH AH P AW D ER K AE N AH S T ER AH N D R AE N AW T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
99,BOB FOUND MORE CLAMS AT THE OCEAN'S EDGE ,TRAIN/DR4/MMGC0/SX315.wav,B AA B F AW N D M AO R K L AE M Z AE T DH AH OW SH AH N Z EH JH,B AA B F AW N D M AO R K L AE M Z AE T DH AH OW SH AH N Z EH JH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
100,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR4/MMGC0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
101,OF COURSE YOU CAN HAVE ANOTHER TUNAFISH SANDWICH ,TRAIN/DR4/MMGC0/SX405.wav,AH V K AO R S Y UW K AE N HH AE V AH N AH DH ER T UW N AH F IH SH S AE N D W IH CH,AH V K AO R S Y UW K AE N HH AE V AH N AH DH ER T UW N AH F IH SH S AE N D W IH CH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
102,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR4/MMGC0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
103,KEEP THE THERMOMETER UNDER YOUR TONGUE ,TRAIN/DR4/MMGC0/SX225.wav,K IY P DH AH TH ER M AA M AH T ER AH N D ER Y AO R T AH NG,K IY P DH AH TH ER M AA M AH T ER AH N D ER Y AO R T AH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
104,ADDITION AND SUBTRACTION ARE LEARNED SKILLS ,TRAIN/DR4/MMGC0/SX45.wav,AH D IH SH AH N AH N D S AH B T R AE K SH AH N AA R L ER N D S K IH L Z,AH D IH SH AH N AH N D S AH B T R AE K SH AH N AA R L ER N D S K IH L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
